record_id,amount,record_date,reference,vendor_name,tax_identity
P_002147,23900.00,2025-02-21,INV/2025/4437,Vendor 2147 Pvt Ltd,27AAAAA6054A1ZC
P_002148,70888.00,2025-06-28,INV/2025/10078,Vendor 2148 Pvt Ltd,27AAAAA3086A1ZA
P_002149,86367.00,2025-04-17,INV/2025/27437,Vendor 2149 Pvt Ltd,27AAAAA4770A1Z9
P_002150,30637.00,2025-04-22,INV/2025/47575,Vendor 2150 Pvt Ltd,27AAAAA5441A1ZF
P_002151,16236.00,2025-07-12,INV/2025/4332,Vendor 2151 Pvt Ltd,27AAAAA8203A1ZH
P_002152,49961.00,2025-01-26,INV/2025/59564,Vendor 2152 Pvt Ltd,27AAAAA4417A1ZH
P_002153,77460.00,2025-03-05,INV/2025/13170,Vendor 2153 Pvt Ltd,27AAAAA7234A1ZC
P_002154,16051.00,2025-03-25,INV/2025/28477,Vendor 2154 Pvt Ltd,27AAAAA9462A1Z2
P_002155,98362.00,2025-06-12,INV/2025/55411,Vendor 2155 Pvt Ltd,27AAAAA6871A1Z3
P_002156,47267.00,2025-09-02,INV/2025/34460,Vendor 2156 Pvt Ltd,27AAAAA9305A1ZC
P_002157,55152.00,2025-07-24,INV/2025/14115,Vendor 2157 Pvt Ltd,27AAAAA7226A1ZC
P_002158,57004.00,2025-11-30,INV/2025/40412,Vendor 2158 Pvt Ltd,27AAAAA2069A1ZD
P_002159,61882.00,2025-01-09,INV/2025/37007,Vendor 2159 Pvt Ltd,27AAAAA7384A1Z1
P_002160,23346.00,2025-10-17,INV/2025/2215,Vendor 2160 Pvt Ltd,27AAAAA5079A1Z5
P_002161,5210.00,2025-02-01,INV/2025/79145,Vendor 2161 Pvt Ltd,27AAAAA8697A1ZR
P_002162,81044.00,2025-08-01,INV/2025/21641,Vendor 2162 Pvt Ltd,27AAAAA7089A1ZZ
P_002163,19941.00,2025-12-09,INV/2025/24804,Vendor 2163 Pvt Ltd,27AAAAA9496A1ZS
P_002164,4029.00,2025-09-12,INV/2025/27748,Vendor 2164 Pvt Ltd,27AAAAA3660A1ZE
P_002165,81615.00,2025-06-14,INV/2025/4732,Vendor 2165 Pvt Ltd,27AAAAA5344A1ZD
P_002166,96431.00,2025-03-15,INV/2025/54432,Vendor 2166 Pvt Ltd,27AAAAA1560A1ZJ
P_002167,22348.00,2025-03-22,INV/2025/14122,Vendor 2167 Pvt Ltd,27AAAAA9604A1ZA
P_002168,55134.00,2025-02-03,INV/2025/15733,Vendor 2168 Pvt Ltd,27AAAAA2509A1ZK
P_002169,70449.00,2025-08-14,INV/2025/18616,Vendor 2169 Pvt Ltd,27AAAAA7800A1ZG
P_002170,40919.00,2025-09-01,INV/2025/62536,Vendor 2170 Pvt Ltd,27AAAAA1011A1ZX
P_002171,86132.00,2025-10-04,INV/2025/48917,Vendor 2171 Pvt Ltd,27AAAAA6290A1Z6
P_002172,62724.00,2025-09-10,INV/2025/99136,Vendor 2172 Pvt Ltd,27AAAAA2579A1Z6
P_002173,17114.00,2025-03-15,INV/2025/30563,Vendor 2173 Pvt Ltd,27AAAAA9433A1Z7
P_002174,37101.00,2025-11-11,INV/2025/14792,Vendor 2174 Pvt Ltd,27AAAAA7616A1ZA
P_002175,43173.00,2025-12-30,INV/2025/61574,Vendor 2175 Pvt Ltd,27AAAAA5933A1ZA
P_002176,99700.00,2025-03-09,INV/2025/43984,Vendor 2176 Pvt Ltd,27AAAAA5370A1ZB
P_002177,98133.00,2025-07-17,INV/2025/83821,Vendor 2177 Pvt Ltd,27AAAAA1560A1ZJ
P_002178,1977.00,2025-03-15,INV/2025/84182,Vendor 2178 Pvt Ltd,27AAAAA3984A1Z3
P_002179,52104.00,2025-06-15,INV/2025/2535,Vendor 2179 Pvt Ltd,27AAAAA3652A1ZE
P_002180,82506.00,2025-10-23,INV/2025/54170,Vendor 2180 Pvt Ltd,27AAAAA4076A1ZA
P_002181,71649.00,2025-08-14,INV/2025/16442,Vendor 2181 Pvt Ltd,27AAAAA5305A1ZK
P_002182,44304.00,2025-04-06,INV/2025/34460,Vendor 2182 Pvt Ltd,27AAAAA6527A1ZA
P_002183,59910.00,2025-12-06,INV/2025/13648,Vendor 2183 Pvt Ltd,27AAAAA9993A1ZQ
P_002184,8372.00,2025-07-07,INV/2025/56904,Vendor 2184 Pvt Ltd,27AAAAA5306A1ZJ
P_002185,60056.00,2025-02-26,INV/2025/16765,Vendor 2185 Pvt Ltd,27AAAAA4721A1ZI
P_002186,40343.00,2025-08-20,INV/2025/58168,Vendor 2186 Pvt Ltd,27AAAAA6695A1ZX
P_002187,24035.00,2025-07-23,INV/2025/67965,Vendor 2187 Pvt Ltd,27AAAAA9269A1ZX
P_002188,2291.00,2025-04-12,INV/2025/97129,Vendor 2188 Pvt Ltd,27AAAAA4634A1ZE
P_002189,68918.00,2025-01-25,INV/2025/70881,Vendor 2189 Pvt Ltd,27AAAAA9692A1ZU
P_002190,21956.00,2025-07-11,INV/2025/21807,Vendor 2190 Pvt Ltd,27AAAAA9697A1ZP
P_002191,98548.00,2025-03-19,INV/2025/71886,Vendor 2191 Pvt Ltd,27AAAAA4707A1ZG
P_002192,36593.00,2025-01-26,INV/2025/53543,Vendor 2192 Pvt Ltd,27AAAAA4312A1ZN
P_002193,62561.00,2025-08-28,INV/2025/43194,Vendor 2193 Pvt Ltd,27AAAAA7901A1ZE
P_002194,9913.00,2025-05-09,INV/2025/93843,Vendor 2194 Pvt Ltd,27AAAAA1005A1ZV
P_002195,7862.00,2025-07-30,INV/2025/19389,Vendor 2195 Pvt Ltd,27AAAAA2094A1ZC
P_002196,51380.00,2025-03-23,INV/2025/85683,Vendor 2196 Pvt Ltd,27AAAAA4972A1Z5
P_002197,46028.00,2025-02-06,INV/2025/30662,Vendor 2197 Pvt Ltd,27AAAAA5072A1ZC
P_002198,16283.00,2025-10-27,INV/2025/89121,Vendor 2198 Pvt Ltd,27AAAAA7577A1ZY
P_002199,99791.00,2025-06-17,INV/2025/2411,Vendor 2199 Pvt Ltd,27AAAAA5513A1ZI
P_002200,82484.00,2025-11-03,INV/2025/62749,Vendor 2200 Pvt Ltd,27AAAAA2681A1ZB
P_002201,71043.00,2025-11-09,INV/2025/60554,Vendor 2201 Pvt Ltd,27AAAAA3045A1ZJ
P_002202,35765.00,2025-01-21,INV/2025/51004,Vendor 2202 Pvt Ltd,27AAAAA6593A1Z0
P_002203,93129.00,2025-12-21,INV/2025/64871,Vendor 2203 Pvt Ltd,27AAAAA3759A1Z6
P_002204,31726.00,2025-12-07,INV/2025/65819,Vendor 2204 Pvt Ltd,27AAAAA6940A1Z9
P_002205,36826.00,2025-05-22,INV/2025/33986,Vendor 2205 Pvt Ltd,27AAAAA2723A1ZK
P_002206,46848.00,2025-02-12,INV/2025/2694,Vendor 2206 Pvt Ltd,27AAAAA5116A1ZJ
P_002207,76879.00,2025-09-11,INV/2025/30017,Vendor 2207 Pvt Ltd,27AAAAA4977A1Z0
P_002208,73588.00,2025-11-07,INV/2025/75136,Vendor 2208 Pvt Ltd,27AAAAA8993A1ZS
P_002209,5618.00,2025-11-05,INV/2025/15129,Vendor 2209 Pvt Ltd,27AAAAA7268A1Z2
P_002210,75548.00,2025-02-18,INV/2025/16397,Vendor 2210 Pvt Ltd,27AAAAA2615A1ZL
P_002211,51708.00,2025-01-21,INV/2025/46521,Vendor 2211 Pvt Ltd,27AAAAA7911A1ZC
P_002212,4985.00,2025-07-24,INV/2025/83328,Vendor 2212 Pvt Ltd,27AAAAA9564A1ZZ
P_002213,74408.00,2025-04-03,INV/2025/4164,Vendor 2213 Pvt Ltd,27AAAAA4539A1ZA
P_002214,3819.00,2025-08-22,INV/2025/34228,Vendor 2214 Pvt Ltd,27AAAAA7752A1Z5
P_002215,32697.00,2025-05-22,INV/2025/59459,Vendor 2215 Pvt Ltd,27AAAAA6773A1Z2
P_002216,21149.00,2025-04-18,INV/2025/74200,Vendor 2216 Pvt Ltd,27AAAAA5311A1ZM
P_002217,98839.00,2025-06-28,INV/2025/23551,Vendor 2217 Pvt Ltd,27AAAAA7575A1Z0
P_002218,97074.00,2025-04-27,INV/2025/42488,Vendor 2218 Pvt Ltd,27AAAAA9818A1Z2
P_002219,81600.00,2025-09-12,INV/2025/84817,Vendor 2219 Pvt Ltd,27AAAAA6126A1ZF
P_002220,92819.00,2025-09-06,INV/2025/46953,Vendor 2220 Pvt Ltd,27AAAAA5336A1ZD
P_002221,99029.00,2025-03-23,INV/2025/23091,Vendor 2221 Pvt Ltd,27AAAAA6922A1ZB
P_002222,66438.00,2025-12-25,INV/2025/85188,Vendor 2222 Pvt Ltd,27AAAAA6087A1Z3
P_002223,52262.00,2025-11-13,INV/2025/92178,Vendor 2223 Pvt Ltd,27AAAAA3914A1ZH
P_002224,34620.00,2025-03-16,INV/2025/94832,Vendor 2224 Pvt Ltd,27AAAAA7629A1Z5
P_002225,50594.00,2025-02-23,INV/2025/97506,Vendor 2225 Pvt Ltd,27AAAAA3179A1Z8
P_002226,42545.00,2025-04-26,INV/2025/59004,Vendor 2226 Pvt Ltd,27AAAAA2346A1ZH
P_002227,3554.00,2025-09-11,INV/2025/30421,Vendor 2227 Pvt Ltd,27AAAAA5485A1Z3
P_002228,57818.00,2025-11-28,INV/2025/29307,Vendor 2228 Pvt Ltd,27AAAAA4700A1ZN
P_002229,80344.00,2025-09-05,INV/2025/58534,Vendor 2229 Pvt Ltd,27AAAAA1340A1ZP
P_002230,54144.00,2025-04-06,INV/2025/68970,Vendor 2230 Pvt Ltd,27AAAAA4149A1ZC
P_002231,97983.00,2025-05-14,INV/2025/93634,Vendor 2231 Pvt Ltd,27AAAAA7342A1ZB
P_002232,48626.00,2025-07-06,INV/2025/31763,Vendor 2232 Pvt Ltd,27AAAAA8066A1Z4
P_002233,42260.00,2025-12-26,INV/2025/33361,Vendor 2233 Pvt Ltd,27AAAAA3203A1ZR
P_002234,92945.00,2025-09-01,INV/2025/71170,Vendor 2234 Pvt Ltd,27AAAAA9314A1ZB
P_002235,94485.00,2025-06-28,INV/2025/95052,Vendor 2235 Pvt Ltd,27AAAAA4732A1ZF
P_002236,61086.00,2025-05-18,INV/2025/76269,Vendor 2236 Pvt Ltd,27AAAAA4669A1Z3
P_002237,8574.00,2025-03-29,INV/2025/3898,Vendor 2237 Pvt Ltd,27AAAAA8146A1Z7
P_002238,62572.00,2025-12-28,INV/2025/20382,Vendor 2238 Pvt Ltd,27AAAAA6695A1ZX
P_002239,74778.00,2025-05-10,INV/2025/96389,Vendor 2239 Pvt Ltd,27AAAAA5523A1ZG
P_002240,92403.00,2025-03-10,INV/2025/52936,Vendor 2240 Pvt Ltd,27AAAAA8058A1Z4
P_002241,91484.00,2025-12-12,INV/2025/40932,Vendor 2241 Pvt Ltd,27AAAAA9821A1Z7
P_002242,53464.00,2025-03-15,INV/2025/71728,Vendor 2242 Pvt Ltd,27AAAAA9322A1ZB
P_002243,80000.00,2025-01-28,INV/2025/94338,Vendor 2243 Pvt Ltd,27AAAAA1111A1ZW
P_002244,80558.00,2025-02-02,INV/2025/70438,Vendor 2244 Pvt Ltd,27AAAAA2163A1ZI
P_002245,32710.00,2025-11-04,INV/2025/24506,Vendor 2245 Pvt Ltd,27AAAAA4188A1Z5
P_002246,11779.00,2025-02-18,INV/2025/53894,Vendor 2246 Pvt Ltd,27AAAAA6436A1ZA
P_002247,50076.00,2025-12-23,INV/2025/63181,Vendor 2247 Pvt Ltd,27AAAAA7677A1ZX
P_002248,40889.00,2025-07-01,INV/2025/24253,Vendor 2248 Pvt Ltd,27AAAAA2570A1ZF
P_002249,34244.00,2025-07-25,INV/2025/27293,Vendor 2249 Pvt Ltd,27AAAAA4023A1ZN
P_002250,44627.00,2025-08-20,INV/2025/99541,Vendor 2250 Pvt Ltd,27AAAAA2336A1ZJ
P_002251,73123.00,2025-01-31,INV/2025/90484,Vendor 2251 Pvt Ltd,27AAAAA1997A1Z2
P_002252,1748.00,2025-01-03,INV/2025/43842,Vendor 2252 Pvt Ltd,27AAAAA9669A1ZT
P_002253,9194.00,2025-03-30,INV/2025/25704,Vendor 2253 Pvt Ltd,27AAAAA7141A1ZE
P_002254,45352.00,2025-02-19,INV/2025/90545,Vendor 2254 Pvt Ltd,27AAAAA4577A1Z4
P_002255,57863.00,2025-12-28,INV/2025/24264,Vendor 2255 Pvt Ltd,27AAAAA3898A1ZY
P_002256,81637.00,2025-01-20,INV/2025/71462,Vendor 2256 Pvt Ltd,27AAAAA1497A1Z7
P_002257,40950.00,2025-05-30,INV/2025/15126,Vendor 2257 Pvt Ltd,27AAAAA2970A1ZB
P_002258,22039.00,2025-02-21,INV/2025/66228,Vendor 2258 Pvt Ltd,27AAAAA9494A1ZU
P_002259,59694.00,2025-12-04,INV/2025/72824,Vendor 2259 Pvt Ltd,27AAAAA6527A1ZA
P_002260,44447.00,2025-05-07,INV/2025/48932,Vendor 2260 Pvt Ltd,27AAAAA2072A1ZI
P_002261,24786.00,2025-07-26,INV/2025/6451,Vendor 2261 Pvt Ltd,27AAAAA9040A1ZC
P_002262,86562.00,2025-12-29,INV/2025/99908,Vendor 2262 Pvt Ltd,27AAAAA8871A1ZZ
P_002263,69219.00,2025-10-16,INV/2025/76377,Vendor 2263 Pvt Ltd,27AAAAA6251A1ZD
P_002264,37135.00,2025-06-14,INV/2025/18757,Vendor 2264 Pvt Ltd,27AAAAA4292A1Z8
P_002265,53084.00,2025-08-11,INV/2025/50422,Vendor 2265 Pvt Ltd,27AAAAA7984A1ZV
P_002266,42241.00,2025-10-15,INV/2025/64452,Vendor 2266 Pvt Ltd,27AAAAA2709A1ZI
P_002267,89760.00,2025-12-24,INV/2025/8224,Vendor 2267 Pvt Ltd,27AAAAA5705A1ZG
P_002268,40354.00,2025-10-28,INV/2025/99022,Vendor 2268 Pvt Ltd,27AAAAA2461A1ZH
P_002269,96995.00,2025-01-25,INV/2025/71030,Vendor 2269 Pvt Ltd,27AAAAA6138A1ZB
P_002270,24772.00,2025-06-30,INV/2025/71485,Vendor 2270 Pvt Ltd,27AAAAA7306A1ZF
P_002271,96901.00,2025-09-18,INV/2025/69679,Vendor 2271 Pvt Ltd,27AAAAA8107A1ZE
P_002272,28214.00,2025-02-20,INV/2025/60930,Vendor 2272 Pvt Ltd,27AAAAA1732A1ZL
P_002273,9663.00,2026-01-01,INV/2025/27687,Vendor 2273 Pvt Ltd,27AAAAA6247A1Z9
P_002274,6028.00,2025-07-15,INV/2025/28004,Vendor 2274 Pvt Ltd,27AAAAA1255A1ZJ
P_002275,721.00,2025-05-04,INV/2025/87454,Vendor 2275 Pvt Ltd,27AAAAA5758A1Z3
P_002276,30033.00,2025-07-10,INV/2025/53685,Vendor 2276 Pvt Ltd,27AAAAA7388A1ZX
P_002277,81595.00,2025-12-09,INV/2025/34840,Vendor 2277 Pvt Ltd,27AAAAA5033A1ZJ
P_002278,26953.00,2025-12-01,INV/2025/97552,Vendor 2278 Pvt Ltd,27AAAAA6074A1Z8
P_002279,54611.00,2025-07-31,INV/2025/50431,Vendor 2279 Pvt Ltd,27AAAAA1167A1ZG
P_002280,33316.00,2025-11-04,INV/2025/2367,Vendor 2280 Pvt Ltd,27AAAAA8998A1ZN
P_002281,16993.00,2025-12-06,INV/2025/91374,Vendor 2281 Pvt Ltd,27AAAAA8358A1Z1
P_002282,20930.00,2025-09-08,INV/2025/9716,Vendor 2282 Pvt Ltd,27AAAAA2888A1Z2
P_002283,89347.00,2025-12-22,INV/2025/53193,Vendor 2283 Pvt Ltd,27AAAAA5202A1ZO
P_002284,14320.00,2025-03-03,INV/2025/52761,Vendor 2284 Pvt Ltd,27AAAAA5284A1Z6
P_002285,26417.00,2025-03-07,INV/2025/68924,Vendor 2285 Pvt Ltd,27AAAAA9158A1Z1
P_002286,14702.00,2025-04-28,INV/2025/5984,Vendor 2286 Pvt Ltd,27AAAAA2791A1Z8
P_002287,57523.00,2025-03-15,INV/2025/58936,Vendor 2287 Pvt Ltd,27AAAAA7076A1Z4
P_002288,24868.00,2025-04-18,INV/2025/96015,Vendor 2288 Pvt Ltd,27AAAAA9251A1Z7
P_002289,44841.00,2025-05-09,INV/2025/24006,Vendor 2289 Pvt Ltd,27AAAAA3502A1ZP
P_002290,51390.00,2025-07-14,INV/2025/21066,Vendor 2290 Pvt Ltd,27AAAAA1924A1ZJ
P_002291,24212.00,2025-11-18,INV/2025/26472,Vendor 2291 Pvt Ltd,27AAAAA4690A1Z6
P_002292,57841.00,2025-02-05,INV/2025/33214,Vendor 2292 Pvt Ltd,27AAAAA1414A1ZQ
P_002293,71812.00,2025-06-12,INV/2025/8433,Vendor 2293 Pvt Ltd,27AAAAA3348A1ZD
P_002294,70128.00,2025-01-09,INV/2025/82079,Vendor 2294 Pvt Ltd,27AAAAA9487A1ZT
P_002295,18907.00,2025-02-23,INV/2025/90694,Vendor 2295 Pvt Ltd,27AAAAA1629A1ZH
P_002296,50893.00,2025-10-18,INV/2025/16681,Vendor 2296 Pvt Ltd,27AAAAA1957A1ZA
P_002297,73977.00,2025-10-07,INV/2025/10689,Vendor 2297 Pvt Ltd,27AAAAA1576A1ZB
P_002298,75006.00,2025-11-27,INV/2025/51600,Vendor 2298 Pvt Ltd,27AAAAA8805A1Z9
P_002299,98150.00,2025-05-02,INV/2025/90506,Vendor 2299 Pvt Ltd,27AAAAA8367A1Z0
P_002300,62900.00,2025-03-20,INV/2025/60535,Vendor 2300 Pvt Ltd,27AAAAA8454A1Z4
P_002301,83605.00,2025-03-31,INV/2025/51915,Vendor 2301 Pvt Ltd,27AAAAA5699A1ZV
P_002302,97094.00,2025-01-11,INV/2025/57588,Vendor 2302 Pvt Ltd,27AAAAA7030A1ZI
P_002303,29851.00,2025-07-25,INV/2025/17387,Vendor 2303 Pvt Ltd,27AAAAA9871A1ZX
P_002304,60469.00,2025-08-20,INV/2025/59181,Vendor 2304 Pvt Ltd,27AAAAA7844A1Z4
P_002305,42830.00,2025-12-07,INV/2025/53282,Vendor 2305 Pvt Ltd,27AAAAA6534A1ZB
P_002306,28537.00,2025-12-31,INV/2025/26030,Vendor 2306 Pvt Ltd,27AAAAA5030A1ZM
P_002307,60835.00,2025-10-08,INV/2025/54504,Vendor 2307 Pvt Ltd,27AAAAA6954A1Z3
P_002308,18624.00,2025-08-29,INV/2025/15240,Vendor 2308 Pvt Ltd,27AAAAA7436A1Z8
P_002309,6769.00,2025-04-13,INV/2025/29465,Vendor 2309 Pvt Ltd,27AAAAA7752A1Z5
P_002310,67929.00,2025-08-10,INV/2025/24634,Vendor 2310 Pvt Ltd,27AAAAA7296A1ZY
P_002311,50689.00,2025-10-18,INV/2025/88424,Vendor 2311 Pvt Ltd,27AAAAA4382A1Z9
P_002312,84148.00,2025-07-25,INV/2025/76375,Vendor 2312 Pvt Ltd,27AAAAA3553A1ZE
P_002313,32304.00,2025-03-08,INV/2025/64790,Vendor 2313 Pvt Ltd,27AAAAA8677A1ZV
P_002314,96479.00,2025-11-18,INV/2025/5627,Vendor 2314 Pvt Ltd,27AAAAA9693A1ZT
P_002315,1236.00,2025-01-28,INV/2025/44451,Vendor 2315 Pvt Ltd,27AAAAA1351A1ZM
P_002316,26708.00,2025-03-19,INV/2025/28919,Vendor 2316 Pvt Ltd,27AAAAA6844A1Z6
P_002317,76573.00,2025-08-17,INV/2025/63270,Vendor 2317 Pvt Ltd,27AAAAA6169A1Z4
P_002318,13403.00,2025-10-15,INV/2025/21946,Vendor 2318 Pvt Ltd,27AAAAA5968A1ZZ
P_002319,15624.00,2025-09-30,INV/2025/82040,Vendor 2319 Pvt Ltd,27AAAAA7802A1ZE
P_002320,91832.00,2025-05-24,INV/2025/91434,Vendor 2320 Pvt Ltd,27AAAAA8693A1ZV
P_002321,58414.00,2025-02-19,INV/2025/6161,Vendor 2321 Pvt Ltd,27AAAAA3402A1ZQ
P_002322,62605.00,2025-03-29,INV/2025/3615,Vendor 2322 Pvt Ltd,27AAAAA7215A1ZF
P_002323,76762.00,2025-10-20,INV/2025/24833,Vendor 2323 Pvt Ltd,27AAAAA8224A1ZC
P_002324,88149.00,2025-10-18,INV/2025/46066,Vendor 2324 Pvt Ltd,27AAAAA9057A1Z3
P_002325,9129.00,2025-04-01,INV/2025/18687,Vendor 2325 Pvt Ltd,27AAAAA7061A1ZB
P_002326,14645.00,2025-12-09,INV/2025/26838,Vendor 2326 Pvt Ltd,27AAAAA3449A1ZB
P_002327,46592.00,2025-11-05,INV/2025/65847,Vendor 2327 Pvt Ltd,27AAAAA2361A1ZI
P_002328,22259.00,2025-07-06,INV/2025/34123,Vendor 2328 Pvt Ltd,27AAAAA7844A1Z4
P_002329,3172.00,2025-09-08,INV/2025/42755,Vendor 2329 Pvt Ltd,27AAAAA9526A1Z5
P_002330,91917.00,2025-06-06,INV/2025/35486,Vendor 2330 Pvt Ltd,27AAAAA4912A1ZH
P_002331,35861.00,2025-12-03,INV/2025/61042,Vendor 2331 Pvt Ltd,27AAAAA1662A1ZG
P_002332,81911.00,2025-01-06,INV/2025/97290,Vendor 2332 Pvt Ltd,27AAAAA3140A1ZN
P_002333,49909.00,2025-07-18,INV/2025/5716,Vendor 2333 Pvt Ltd,27AAAAA8702A1ZD
P_002334,48176.00,2025-09-20,INV/2025/56641,Vendor 2334 Pvt Ltd,27AAAAA6499A1ZV
P_002335,94356.00,2025-05-14,INV/2025/73401,Vendor 2335 Pvt Ltd,27AAAAA6672A1Z4
P_002336,59065.00,2025-12-10,INV/2025/12114,Vendor 2336 Pvt Ltd,27AAAAA2364A1ZF
P_002337,3115.00,2025-03-07,INV/2025/15031,Vendor 2337 Pvt Ltd,27AAAAA2859A1Z7
P_002338,20285.00,2025-10-20,INV/2025/32056,Vendor 2338 Pvt Ltd,27AAAAA2064A1ZI
P_002339,96634.00,2025-06-24,INV/2025/81931,Vendor 2339 Pvt Ltd,27AAAAA1220A1ZU
P_002340,82806.00,2025-06-19,INV/2025/88154,Vendor 2340 Pvt Ltd,27AAAAA8549A1Z0
P_002341,26251.00,2025-02-11,INV/2025/25323,Vendor 2341 Pvt Ltd,27AAAAA3272A1ZE
P_002342,56850.00,2025-12-18,INV/2025/31549,Vendor 2342 Pvt Ltd,27AAAAA1062A1ZM
P_002343,42096.00,2025-11-17,INV/2025/70380,Vendor 2343 Pvt Ltd,27AAAAA7338A1Z7
P_002344,79458.00,2025-12-28,INV/2025/25387,Vendor 2344 Pvt Ltd,27AAAAA9115A1ZC
P_002345,58101.00,2025-04-05,INV/2025/67530,Vendor 2345 Pvt Ltd,27AAAAA2003A1ZV
P_002346,34606.00,2025-03-15,INV/2025/72040,Vendor 2346 Pvt Ltd,27AAAAA4239A1ZD
P_002347,24767.00,2025-04-06,INV/2025/43127,Vendor 2347 Pvt Ltd,27AAAAA2241A1ZN
P_002348,78946.00,2025-07-31,INV/2025/67408,Vendor 2348 Pvt Ltd,27AAAAA5861A1Z7
P_002349,96496.00,2025-05-04,INV/2025/70540,Vendor 2349 Pvt Ltd,27AAAAA6648A1Z4
P_002350,36990.00,2025-03-24,INV/2025/9474,Vendor 2350 Pvt Ltd,27AAAAA5123A1ZK
P_002351,81344.00,2025-08-09,INV/2025/11479,Vendor 2351 Pvt Ltd,27AAAAA1989A1Z2
P_002352,41833.00,2025-10-29,INV/2025/48379,Vendor 2352 Pvt Ltd,27AAAAA2445A1ZH
P_002353,74706.00,2025-05-15,INV/2025/96308,Vendor 2353 Pvt Ltd,27AAAAA2079A1ZB
P_002354,64205.00,2025-06-10,INV/2025/72554,Vendor 2354 Pvt Ltd,27AAAAA5919A1Z8
P_002355,5696.00,2025-12-20,INV/2025/47254,Vendor 2355 Pvt Ltd,27AAAAA3794A1Z3
P_002356,52953.00,2025-08-26,INV/2025/61868,Vendor 2356 Pvt Ltd,27AAAAA6314A1ZH
P_002357,55097.00,2025-01-13,INV/2025/19275,Vendor 2357 Pvt Ltd,27AAAAA7317A1ZC
P_002358,52452.00,2025-07-07,INV/2025/2828,Vendor 2358 Pvt Ltd,27AAAAA3447A1ZD
P_002359,19896.00,2025-10-31,INV/2025/25105,Vendor 2359 Pvt Ltd,27AAAAA3830A1ZI
P_002360,19747.00,2025-05-19,INV/2025/45212,Vendor 2360 Pvt Ltd,27AAAAA8737A1Z2
P_002361,39883.00,2025-10-09,INV/2025/37394,Vendor 2361 Pvt Ltd,27AAAAA3593A1Z6
P_002362,56835.00,2025-08-11,INV/2025/21948,Vendor 2362 Pvt Ltd,27AAAAA9177A1ZY
P_002363,13995.00,2025-02-04,INV/2025/43373,Vendor 2363 Pvt Ltd,27AAAAA6789A1ZU
P_002364,64879.00,2025-04-21,INV/2025/55571,Vendor 2364 Pvt Ltd,27AAAAA9499A1ZP
P_002365,44478.00,2025-11-19,INV/2025/41712,Vendor 2365 Pvt Ltd,27AAAAA3598A1Z1
P_002366,69520.00,2025-05-25,INV/2025/45708,Vendor 2366 Pvt Ltd,27AAAAA3120A1ZR
P_002367,74198.00,2025-08-31,INV/2025/9273,Vendor 2367 Pvt Ltd,27AAAAA7054A1ZA
P_002368,27553.00,2025-06-17,INV/2025/91214,Vendor 2368 Pvt Ltd,27AAAAA5032A1ZK
P_002369,83182.00,2025-09-01,INV/2025/37769,Vendor 2369 Pvt Ltd,27AAAAA6120A1ZL
P_002370,16763.00,2025-06-14,INV/2025/83926,Vendor 2370 Pvt Ltd,27AAAAA4184A1Z9
P_002371,32749.00,2025-09-08,INV/2025/74832,Vendor 2371 Pvt Ltd,27AAAAA4883A1Z3
P_002372,12628.00,2025-07-16,INV/2025/99329,Vendor 2372 Pvt Ltd,27AAAAA9371A1Z2
P_002373,64448.00,2025-08-25,INV/2025/79983,Vendor 2373 Pvt Ltd,27AAAAA9670A1Z0
P_002374,8872.00,2025-08-19,INV/2025/52062,Vendor 2374 Pvt Ltd,27AAAAA5358A1Z7
P_002375,47781.00,2025-01-31,INV/2025/63094,Vendor 2375 Pvt Ltd,27AAAAA3344A1ZH
P_002376,46783.00,2025-11-14,INV/2025/64249,Vendor 2376 Pvt Ltd,27AAAAA6361A1ZA
P_002377,63630.00,2025-06-10,INV/2025/80268,Vendor 2377 Pvt Ltd,27AAAAA6243A1ZD
P_002378,78426.00,2025-11-06,INV/2025/16776,Vendor 2378 Pvt Ltd,27AAAAA4083A1ZB
P_002379,68716.00,2025-09-16,INV/2025/38022,Vendor 2379 Pvt Ltd,27AAAAA4193A1Z8
P_002380,39182.00,2025-05-14,INV/2025/27770,Vendor 2380 Pvt Ltd,27AAAAA1178A1ZD
P_002381,10416.00,2025-07-08,INV/2025/61940,Vendor 2381 Pvt Ltd,27AAAAA7904A1ZB
P_002382,72879.00,2025-03-22,INV/2025/78836,Vendor 2382 Pvt Ltd,27AAAAA7259A1Z3
P_002383,59861.00,2025-05-22,INV/2025/26923,Vendor 2383 Pvt Ltd,27AAAAA5481A1Z7
P_002384,42410.00,2025-01-09,INV/2025/17241,Vendor 2384 Pvt Ltd,27AAAAA3105A1ZQ
P_002385,48442.00,2025-03-14,INV/2025/42322,Vendor 2385 Pvt Ltd,27AAAAA8816A1Z6
P_002386,51943.00,2025-04-02,INV/2025/43809,Vendor 2386 Pvt Ltd,27AAAAA6306A1ZH
P_002387,42569.00,2025-10-17,INV/2025/75518,Vendor 2387 Pvt Ltd,27AAAAA5635A1ZB
P_002388,65200.00,2025-02-02,INV/2025/9899,Vendor 2388 Pvt Ltd,27AAAAA3160A1ZJ
P_002389,93666.00,2025-05-01,INV/2025/13040,Vendor 2389 Pvt Ltd,27AAAAA3676A1Z6
P_002390,45132.00,2025-02-05,INV/2025/65547,Vendor 2390 Pvt Ltd,27AAAAA7760A1Z5
