record_id,amount,record_date,reference,vendor_name,tax_identity
G_001260,6476.00,2025-06-06,INV/2025/38156,Vendor 1260 Pvt Ltd,27AAAAA7910A1ZD
G_001261,373.00,2025-03-04,INV/2025/72766,Vendor 1261 Pvt Ltd,27AAAAA9008A1ZC
G_001262,63168.00,2025-10-21,INV/2025/41593,Vendor 1262 Pvt Ltd Inc,27AAAAA7841A1Z7
G_001263,188952.00,2025-11-07,INV/2025/18407,Vendor 1263 Pvt Ltd,27AAAAA8786A1ZT
G_001264,87553.00,2025-08-18,,Vendor 1264 Pvt Ltd,27AAAAA8371A1Z4
G_001265,50855.00,2025-04-30,INV/2025/52825,Vendor 1265 Pvt Ltd,27AAAAA7711A1ZE
G_001266,96557.00,2025-05-23,INV/2025/85661,Vendor 1266 Pvt Ltd,27AAAAA8259A1Z1
G_001267,75072.00,2025-11-19,INV/2025/93720,Vendor 1267 Pvt Ltd,27AAAAA1406A1ZQ
G_001268,25321.00,2025-11-13,INV/2025/72019,Vendor 1268 Private Limited,27AAAAA2395A1Z8
G_001269,24924.00,2025-09-01,,Vendor 1269 Pvt Ltd,27AAAAA9548A1ZZ
G_001270,23660.00,2025-01-10,INV/2025/37039,Vendor 1270 Pvt Ltd,27AAAAA9713A1Z8
G_001271,11194.00,2025-10-01,INV/2025/80541,Vendor 1271 Pvt Ltd,27AAAAA8278A1ZY
G_001272,3149.00,2025-06-24,INV/2025/58280,Vendor 1272 Pvt Ltd,27AAAAA9052A1Z8
G_001273,41699.00,2025-07-15,INV/2025/34708,Vendor 1273 Pvt Ltd,27AAAAA9649A1ZX
G_001274,22140.00,2025-05-27,INV/2025/19878,Vendor 1274 Pvt Ltd,27AAAAA9876A1ZS
G_001275,40312.00,2025-07-28,INV/2025/89946,Vendor 1275 Pvt Ltd,27AAAAA3526A1ZH
G_001276,23884.00,2025-01-14,INV/2025/94493,Vendor 1276 Pvt Ltd,27AAAAA6329A1ZA
G_001277,18772.00,2025-07-31,INV/2025/43495,Vendor 1277 Pvt Ltd,27AAAAA6243A1ZD
G_001278,13798.00,2025-04-14,INV/2025/32407,Vendor 1278 Pvt Ltd,27AAAAA2981A1Z8
G_001279,50569.00,2025-02-28,INV/2025/36296,Vendor 1279 Pvt Ltd,27AAAAA9264A1Z2
G_001280,8679.00,2025-09-05,INV/2025/4788,Vendor 1280 Pvt Ltd,27AAAAA7669A1ZX
G_001281,35379.00,2025-10-11,INV/2025/77830,Vendor 1281 PVT LTD,27AAAAA1305A1ZS
G_001282,40026.00,2025-10-18,INV/2025/54313,Vendor 1282 Pvt Ltd,27AAAAA3057A1ZF
G_001283,26767.00,2025-03-14,INV/2025/49929,Vendor 1283 PVT LTD,27AAAAA9199A1ZS
G_001284,55642.00,2025-10-12,INV/2025/60210,Vendor 1284 Pvt Ltd,27AAAAA9806A1Z6
G_001285,85697.00,2025-03-27,INV/2025/1071,Vendor 1285 Pvt Ltd,27AAAAA5739A1Z6
G_001286,78463.00,2025-05-09,INV/2025/90128,Vendor 1286 Pvt Ltd,27AAAAA5477A1Z3
G_001287,76797.00,2025-09-19,INV/2025/37872,Vendor 1287 Pvt Ltd,27AAAAA4485A1Z5
G_001288,39505.00,2025-02-15,INV/2025/52813,None,27AAAAA2145A1ZK
G_001289,56718.00,2025-04-18,INV/2025/81012,None,27AAAAA5578A1Z1
G_001290,83353.00,2025-05-14,INV/2025/99657,Vendor 1290 Pvt Ltd,27AAAAA6613A1ZF
G_001291,44878.00,2025-04-18,,Vendor 1291 Pvt Ltd,27AAAAA6269A1Z3
G_001292,84830.00,2025-01-02,INV/2025/80794,Vendor 1292 Pvt Ltd,27AAAAA3190A1ZD
G_001293,108508.00,2025-10-12,INV/2025/92290,Vendor 1293 Pvt Ltd,27AAAAA3843A1ZD
G_001294,70701.00,2025-01-16,INV/2025/89029,Vendor 1294 Pvt Ltd,27AAAAA2270A1ZI
G_001295,78915.00,2025-07-03,INV/2025/51692,Vendor 1295 Pvt Ltd,27AAAAA7166A1Z5
G_001296,16453.00,2025-08-25,,Vendor 1296 Pvt Ltd,27AAAAA1138A1ZL
G_001297,97505.00,2025-01-11,INV/2025/37848,vendor 1297 pvt ltd,27AAAAA4629A1ZB
G_001298,80505.00,2025-11-17,INV/2025/40738,Vendor 1298 Pvt Ltd,27AAAAA9090A1Z2
G_001299,36900.00,2025-09-10,INV/2025/93280,Vendor 1299 Pvt Ltd,27AAAAA1602A1ZS
G_001300,14641.00,2025-05-23,INV/2025/75593,Vendor 1300 PVT LTD,27AAAAA7489A1ZV
G_001301,8667.00,2025-10-29,INV/2025/17809,Vendor 1301 Pvt Ltd,27AAAAA3875A1Z5
G_001302,68661.00,2025-05-21,INV/2025/26146,Vendor 1302 Pvt Ltd,27AAAAA9731A1Z6
G_001303,356.00,2025-08-07,INV/2025/85012,vendor 1303 pvt ltd,27AAAAA8437A1Z5
G_001304,56794.00,2025-07-28,INV/2025/36918,Vendor 1304 Pvt Ltd,27AAAAA6292A1Z4
G_001305,47478.00,2025-09-22,,Vendor 1305 Pvt Ltd,27AAAAA9119A1Z8
G_001306,55158.00,2025-09-30,INV/2025/59833,Vendor 1306 Pvt Ltd,27AAAAA5553A1ZA
G_001307,10822.00,2025-10-20,,Vendor 1307 Pvt Ltd,27AAAAA6483A1Z3
G_001308,9857.00,2025-05-08,INV/2025/26805,Vendor 1308 Pvt Ltd,27AAAAA7943A1Z4
G_001309,3753.00,2025-09-03,INV/2025/57616,Vendor 1309 Pvt Ltd,
G_001310,32921.00,2025-05-07,INV/2025/15134,Vendor 1310 Pvt Ltd,27AAAAA6477A1Z1
G_001311,43824.00,2025-09-24,,Vendor 1311 Pvt Ltd,27AAAAA1891A1Z9
G_001312,12639.00,2025-11-17,INV/2025/59517,Vendor 1312 Private Limited,27AAAAA8184A1Z1
G_001313,49565.00,2025-06-10,INV/2025/91880,Vendor 1313 Pvt Ltd,27AAAAA1546A1ZH
G_001314,7281.00,2025-06-04,INV/2025/81050,Vendor 1314 Private Limited,27AAAAA8240A1ZC
G_001315,73403.00,2025-01-27,INV/2025/39655,Vendor 1315 Pvt Ltd,27AAAAA7735A1Z6
G_001316,119058.00,2025-07-16,INV/2025/61844,Vendor 1316 Pvt Ltd,27AAAAA1173A1ZI
G_001317,85417.00,2025-12-12,INV/2025/4404,Vendor 1317 Pvt Ltd,27AAAAA6564A1Z5
G_001318,14256.00,2025-02-22,INV/2025/2610,Vendor 1318 Private Limited,27AAAAA4153A1ZG
G_001319,75232.00,2025-03-06,INV/2025/84540,Vendor 1319 Pvt Ltd Inc,27AAAAA4172A1ZD
G_001320,24470.00,2025-05-05,INV/2025/19045,Vendor 1320 Pvt Ltd,27AAAAA8284A1Z0
G_001321,67356.00,2025-11-30,INV/2025/99877,Vendor 1321 Pvt Ltd,27AAAAA8140A1ZD
G_001322,19187.00,2025-03-17,INV/2025/62541,Vendor 1322 Pvt Ltd,27AAAAA9866A1ZU
G_001323,1159.00,2025-09-23,INV/2025/77865,Vendor 1323 PVT LTD,27AAAAA7042A1ZE
G_001324,73428.00,2025-01-28,INV/2025/56320,Vendor 1324 Pvt Ltd,27AAAAA9308A1Z9
G_001325,9065.00,2025-06-24,INV/2025/25819,vendor 1325 pvt ltd,27AAAAA4297A1Z3
G_001326,78712.00,2025-12-21,,Vendor 1326 Pvt Ltd,27AAAAA8657A1ZZ
G_001327,80853.00,2025-06-03,INV/2025/55879,Vendor 1327 Pvt Ltd,27AAAAA6499A1ZV
G_001328,65102.00,2025-04-23,INV/2025/1484,vendor 1328 pvt ltd,27AAAAA1691A1ZB
G_001329,62856.00,2025-09-04,INV/2025/97283,Vendor 1329 Pvt Ltd,27AAAAA4492A1Z6
G_001330,27011.00,2025-07-24,INV/2025/25149,Vendor 1330 Pvt Ltd,27AAAAA1162A1ZL
G_001331,72804.00,2025-02-28,INV/2025/19664,Vendor 1331 Pvt Ltd,27AAAAA1491A1ZD
G_001332,5854.00,2025-01-16,INV/2025/27099,Vendor 1332 Pvt Ltd,27AAAAA6896A1ZU
G_001333,94319.00,2025-03-31,INV/2025/45540,Vendor 1333 Pvt Ltd,27AAAAA4211A1ZP
G_001334,13363.00,2025-01-11,INV/2025/89795,Vendor 1334 Pvt Ltd,27AAAAA5289A1Z1
G_001335,44452.00,2025-04-18,INV/2025/40986,Vendor 1335 Pvt Ltd,27AAAAA2818A1ZG
G_001336,86726.00,2025-03-29,,Vendor 1336 Pvt Ltd,27AAAAA7100A1ZN
G_001337,93284.00,2025-02-03,INV/2025/16531,Vendor 1337 Pvt Ltd,27AAAAA8106A1ZF
G_001338,25224.00,2025-09-30,INV/2025/50570,Vendor 1338 Pvt Ltd Inc,27AAAAA4107A1ZM
G_001339,6154.00,2025-11-12,INV/2025/77981,Vendor 1339 Pvt Ltd,27AAAAA5006A1ZM
G_001340,43049.00,2025-05-07,INV/2025/7980,Vendor 1340 Pvt Ltd Inc,27AAAAA3434A1ZI
G_001341,153312.00,2025-09-08,INV/2025/28425,Vendor 1341 Pvt Ltd,27AAAAA9327A1Z6
G_001342,44090.00,2025-09-18,INV/2025/51871,Vendor 1342 Pvt Ltd,27AAAAA2062A1ZK
G_001343,68112.00,2025-08-26,INV/2025/24461,Vendor 1343 Pvt Ltd,27AAAAA9168A1ZZ
G_001344,93901.00,2025-09-11,INV/2025/63096,Vendor 1344 Pvt Ltd,27AAAAA8918A1Z3
G_001345,27258.00,2025-04-23,INV/2025/27607,Vendor 1345 Pvt Ltd,27AAAAA1599A1Z4
G_001346,40207.00,2025-08-06,INV/2025/50425,None,27AAAAA4581A1Z8
G_001347,17706.00,2025-02-13,INV/2025/39672,Vendor 1347 Pvt Ltd,27AAAAA2388A1Z7
G_001348,61081.00,2025-09-20,INV/2025/82412,Vendor 1348 Pvt Ltd,27AAAAA1674A1ZC
G_001349,53702.00,2025-07-08,INV/2025/66213,Vendor 1349 Pvt Ltd,27AAAAA8086A1Z0
G_001350,57992.00,2025-04-30,INV/2025/35815,Vendor 1350 Pvt Ltd Inc,27AAAAA3942A1ZD
G_001351,65867.00,2025-09-20,INV/2025/72650,None,27AAAAA5825A1ZB
G_001352,12998.00,2025-03-02,INV/2025/10351,Vendor 1352 Pvt Ltd,27AAAAA4731A1ZG
G_001353,25874.00,2025-12-12,INV/2025/44154,Vendor 1353 Pvt Ltd,27AAAAA6468A1Z2
G_001354,25087.00,2025-12-28,,Vendor 1354 Pvt Ltd,27AAAAA5496A1Z0
G_001355,34327.00,2025-01-05,INV/2025/40252,Vendor 1355 Pvt Ltd,27AAAAA9898A1ZM
G_001356,53283.00,2025-10-24,INV/2025/86892,Vendor 1356 Pvt Ltd,27AAAAA7616A1ZA
G_001357,52202.00,2025-04-27,INV/2025/30743,Vendor 1357 Pvt Ltd,27AAAAA3445A1ZF
G_001358,94801.00,2025-08-25,INV/2025/45650,Vendor 1358 Pvt Ltd,27AAAAA8679A1ZT
G_001359,27570.00,2025-08-13,,Vendor 1359 Pvt Ltd,27AAAAA7843A1Z5
G_001360,75795.00,2025-03-07,,Vendor 1360 Pvt Ltd,27AAAAA3276A1ZA
G_001361,44641.00,2025-04-26,INV/2025/55938,Vendor 1361 Pvt Ltd,27AAAAA6810A1ZG
G_001362,39374.00,2025-06-16,INV/2025/77933,Vendor 1362 Pvt Ltd,27AAAAA9808A1Z4
G_001363,20244.00,2025-06-19,INV/2025/75473,VENDOR 1363 PVT LTD,27AAAAA3279A1Z7
G_001364,50080.00,2025-04-15,INV/2025/52201,Vendor 1364 Pvt Ltd,27AAAAA7404A1ZG
G_001365,14339.00,2025-06-18,,Vendor 1365 Pvt Ltd,27AAAAA8778A1ZT
G_001366,12321.00,2025-03-29,INV/2025/14672,Vendor 1366 PVT LTD,27AAAAA5991A1Z0
G_001367,3617.00,2025-04-06,INV/2025/27083,Vendor 1367 Pvt Ltd,27AAAAA9005A1ZF
G_001368,27086.00,2025-04-30,INV/2025/39155,Vendor 1368 Private Limited,27AAAAA5650A1ZC
G_001369,68064.00,2025-01-06,INV/2025/23521,Vendor 1369 Pvt Ltd,27AAAAA7039A1Z9
G_001370,20682.00,2025-02-26,INV/2025/17926,Vendor,27AAAAA7407A1ZD
G_001371,27163.00,2025-03-08,INV/2025/27958,Vendor 1371 Pvt Ltd,27AAAAA7373A1Z4
G_001372,20911.00,2025-11-06,,Vendor 1372 Pvt Ltd,27AAAAA8778A1ZT
G_001373,94048.00,2025-12-17,INV/2025/61156,Vendor 1373 Pvt Ltd,27AAAAA9232A1ZA
G_001374,58522.00,2025-02-02,INV/2025/53328,Vendor 1374 PVT LTD,27AAAAA3337A1ZG
G_001375,60419.00,2025-08-25,INV/2025/76514,Vendor 1375 Pvt Ltd,27AAAAA9043A1Z9
G_001376,45554.00,2025-12-25,INV/2025/94277,Vendor 1376 Pvt Ltd,27AAAAA8476A1ZY
G_001377,54501.00,2025-05-08,,Vendor 1377 Pvt Ltd,27AAAAA3869A1Z3
G_001378,50518.00,2025-12-04,INV/2025/25044,Vendor 1378 Private Limited,27AAAAA8501A1ZG
G_001379,31517.00,2025-03-22,,Vendor 1379 Pvt Ltd,27AAAAA1715A1ZM
G_001380,91594.00,2025-04-22,INV/2025/65682,Vendor 1380 Pvt Ltd,27AAAAA2093A1ZD
G_001381,48430.00,2025-02-09,INV/2025/14791,None,27AAAAA2986A1Z3
G_001382,21705.00,2025-05-10,INV/2025/28180,Vendor,27AAAAA8388A1ZV
G_001383,50058.00,2025-06-25,INV/2025/98774,Vendor 1383 Pvt Ltd,27AAAAA8567A1ZY
G_001384,1508.00,2025-05-09,INV/2025/16031,Vendor 1384 Pvt Ltd,27AAAAA1618A1ZK
G_001385,63638.00,2025-08-25,INV/2025/9943,Vendor 1385 Pvt Ltd,27AAAAA8606A1ZA
G_001386,18483.00,2025-08-30,INV/2025/37587,Vendor 1386 Pvt Ltd,27AAAAA1295A1ZB
G_001387,38655.00,2025-03-05,INV/2025/71078,Vendor 1387 Pvt Ltd,27AAAAA3903A1ZK
G_001388,88885.00,2025-05-20,INV/2025/21119,Vendor 1388 Pvt Ltd,27AAAAA1183A1ZG
G_001389,88579.00,2025-09-30,INV/2025/29333,Vendor 1389 Pvt Ltd,27AAAAA1564A1ZF
G_001390,84118.00,2025-12-06,INV/2025/94901,Vendor 1390 Private Limited,27AAAAA9566A1ZX
G_001391,58294.00,2025-01-27,INV/2025/79407,Vendor 1391 Pvt Ltd,27AAAAA6051A1ZF
G_001392,32828.00,2025-07-11,INV/2025/32265,Vendor 1392 Pvt Ltd,27AAAAA4305A1ZM
G_001393,2008.00,2025-06-22,INV/2025/26185,Vendor 1393 Private Limited,27AAAAA1457A1ZF
G_001394,87146.00,2025-03-27,INV/2025/95897,Vendor 1394 Pvt Ltd,27AAAAA2582A1ZB
G_001395,42979.00,2025-06-15,INV/2025/74669,VENDOR 1395 PVT LTD,27AAAAA2764A1ZB
G_001396,51881.00,2025-08-08,INV/2025/16834,Vendor 1396 Pvt Ltd,27AAAAA9875A1ZT
G_001397,22856.00,2025-01-08,INV/2025/53709,Vendor 1397 Private Limited,27AAAAA6298A1ZY
G_001398,28948.00,2025-02-03,INV/2025/87240,Vendor 1398 Pvt Ltd,
G_001399,28748.00,2025-07-30,INV/2025/40522,Vendor 1399 Pvt Ltd,27AAAAA2103A1ZU
G_001400,74706.00,2025-03-29,,Vendor 1400 Pvt Ltd,27AAAAA9784A1ZT
G_001401,88953.00,2025-12-22,INV/2025/18423,Vendor 1401 Pvt Ltd,27AAAAA7366A1Z3
G_001402,87442.00,2025-09-04,INV/2025/9849,Vendor 1402 Pvt Ltd,27AAAAA6209A1ZF
G_001403,100436.00,2025-09-19,INV/2025/84963,Vendor 1403 Pvt Ltd,27AAAAA8354A1Z5
G_001404,30589.00,2025-01-11,INV/2025/81786,Vendor 1404 Pvt Ltd,27AAAAA1217A1ZP
G_001405,99353.00,2025-05-05,INV/2025/82233,Vendor 1405 Pvt Ltd,27AAAAA8020A1ZI
G_001406,38977.00,2025-04-14,INV/2025/20879,Vendor 1406 Pvt Ltd,27AAAAA9171A1Z4
G_001407,95168.00,2025-11-03,INV/2025/59160,Vendor 1407 Pvt Ltd,27AAAAA4900A1ZL
G_001408,68371.00,2025-08-01,INV/2025/85940,Vendor 1408 Pvt Ltd,
G_001409,45022.00,2025-05-05,INV/2025/27976,vendor 1409 pvt ltd,27AAAAA6427A1ZB
G_001410,79800.00,2025-07-15,INV/2025/69350,Vendor 1410 Pvt Ltd,27AAAAA4644A1ZC
G_001411,8569.00,2025-09-09,,Vendor 1411 Pvt Ltd,27AAAAA1099A1Z9
G_001412,26867.00,2025-03-06,INV/2025/13027,Vendor 1412 Pvt Ltd,27AAAAA3318A1ZJ
G_001413,31073.00,2025-09-17,INV/2025/11245,Vendor 1413 Pvt Ltd,27AAAAA4348A1ZB
G_001414,94691.00,2025-04-12,INV/2025/33102,Vendor 1414 Pvt Ltd,27AAAAA3689A1Z1
G_001415,37501.00,2025-10-23,,Vendor 1415 Pvt Ltd,27AAAAA5966A1Z1
G_001416,10587.00,2025-07-04,INV/2025/53198,Vendor 1416 Pvt Ltd,27AAAAA8883A1ZV
G_001417,66329.00,2025-11-09,INV/2025/97328,Vendor 1417 Pvt Ltd,27AAAAA7925A1Z6
G_001418,2696.00,2025-07-15,,Vendor 1418 Pvt Ltd,27AAAAA8897A1ZP
G_001419,78111.00,2025-10-03,INV/2025/21027,Vendor 1419 PVT LTD,27AAAAA5918A1Z9
G_001420,40188.00,2025-08-21,INV/2025/38122,Vendor 1420 Pvt Ltd,27AAAAA8596A1ZT
G_001421,43777.00,2025-03-11,INV/2025/94698,Vendor 1421 Pvt Ltd,27AAAAA2178A1ZB
G_001422,648.00,2025-01-07,INV/2025/66627,Vendor 1422 Pvt Ltd,27AAAAA4106A1ZN
G_001423,51827.00,2025-07-11,INV/2025/51336,Vendor 1423 Pvt Ltd,27AAAAA7812A1ZC
G_001424,53680.00,2025-01-20,INV/2025/17315,Vendor 1424 Pvt Ltd,27AAAAA2167A1ZE
G_001425,114572.00,2025-05-11,INV/2025/99510,Vendor 1425 Pvt Ltd,27AAAAA4182A1ZB
G_001426,91385.00,2025-01-30,INV/2025/86315,Vendor 1426 Pvt Ltd,27AAAAA7032A1ZG
G_001427,31865.00,2025-09-02,,Vendor 1427 Pvt Ltd,27AAAAA5043A1ZH
G_001428,91518.00,2025-12-07,INV/2025/85585,Vendor 1428 Pvt Ltd,27AAAAA1462A1ZI
G_001429,33430.00,2025-05-07,INV/2025/79924,vendor 1429 pvt ltd,27AAAAA3414A1ZM
G_001430,15401.00,2025-02-17,INV/2025/85462,Vendor 1430 Pvt Ltd,27AAAAA1202A1ZW
G_001431,68065.00,2025-04-07,INV/2025/56436,Vendor 1431 Pvt Ltd,27AAAAA2316A1ZN
G_001432,65720.00,2025-09-30,,Vendor 1432 Pvt Ltd,27AAAAA5951A1Z8
G_001433,98726.00,2025-02-15,INV/2025/15322,None,27AAAAA7743A1Z6
G_001434,35361.00,2025-04-18,INV/2025/99079,Vendor 1434 Pvt Ltd,27AAAAA3338A1ZF
G_001435,64551.00,2025-01-01,INV/2025/13697,Vendor 1435 Pvt Ltd,27AAAAA3759A1Z6
G_001436,54737.00,2025-12-02,INV/2025/38793,Vendor 1436 Pvt Ltd,27AAAAA9600A1ZE
G_001437,26054.00,2025-09-07,INV/2025/24853,Vendor 1437 Private Limited,27AAAAA3200A1ZU
G_001438,48862.00,2025-04-13,INV/2025/8730,Vendor 1438 Pvt Ltd,27AAAAA4482A1Z8
G_001439,57867.00,2025-11-17,INV/2025/82844,Vendor 1439 Pvt Ltd,27AAAAA7697A1ZT
G_001440,38520.00,2025-02-13,INV/2025/50509,Vendor 1440 Pvt Ltd,27AAAAA2307A1ZO
G_001441,76861.00,2025-05-01,INV/2025/63638,Vendor 1441 Pvt Ltd,27AAAAA1486A1ZA
G_001442,8102.00,2025-05-17,,Vendor 1442 Pvt Ltd,27AAAAA1155A1ZK
G_001443,12794.00,2025-04-19,INV/2025/69463,Vendor 1443 Pvt Ltd,27AAAAA1685A1Z9
G_001444,63791.00,2025-08-31,INV/2025/45175,Vendor 1444 Pvt Ltd Inc,27AAAAA5355A1ZA
G_001445,41417.00,2025-05-03,INV/2025/48344,Vendor,27AAAAA6620A1ZG
G_001446,43387.00,2025-02-21,INV/2025/1404,Vendor 1446 Pvt Ltd,27AAAAA6833A1Z9
G_001447,3465.00,2025-11-05,,Vendor 1447 Pvt Ltd,27AAAAA3275A1ZB
G_001448,48390.00,2025-08-20,INV/2025/82048,None,27AAAAA5072A1ZC
G_001449,86637.00,2025-04-07,,Vendor 1449 Pvt Ltd,27AAAAA7768A1ZX
G_001450,2279.00,2025-11-21,,Vendor 1450 Pvt Ltd,27AAAAA6278A1Z2
G_001451,88957.00,2025-08-16,INV/2025/31612,Vendor,27AAAAA6333A1ZE
G_001452,45756.00,2025-08-08,,Vendor 1452 Pvt Ltd,27AAAAA2333A1ZM
G_001453,96343.00,2025-07-17,INV/2025/39517,vendor 1453 pvt ltd,27AAAAA2645A1ZF
G_001454,75059.00,2025-09-16,INV/2025/5160,Vendor 1454 Pvt Ltd,27AAAAA9520A1ZB
G_001455,88319.00,2025-10-08,INV/2025/62184,Vendor 1455 Pvt Ltd,27AAAAA5937A1Z6
G_001456,63298.00,2025-12-06,INV/2025/71866,Vendor 1456 Pvt Ltd,27AAAAA2895A1Z3
G_001457,13924.00,2025-08-11,INV/2025/94816,Vendor 1457 Pvt Ltd,27AAAAA2465A1ZD
G_001458,100728.00,2025-05-24,INV/2025/29885,Vendor 1458 Pvt Ltd,27AAAAA6349A1Z6
G_001459,87325.00,2025-03-11,INV/2025/71063,Vendor,27AAAAA3016A1ZO
G_001460,29434.00,2025-10-22,INV/2025/79732,Vendor 1460 Pvt Ltd,27AAAAA6452A1ZA
G_001461,85810.00,2025-11-25,,Vendor 1461 Pvt Ltd,27AAAAA7252A1ZA
G_001462,29401.00,2025-05-13,INV/2025/16163,Vendor 1462 Pvt Ltd,27AAAAA4823A1ZF
G_001463,97170.00,2025-10-31,INV/2025/25662,Vendor 1463 Pvt Ltd,27AAAAA6574A1Z3
G_001464,49932.00,2025-10-23,INV/2025/97589,Vendor 1464 Pvt Ltd,27AAAAA6134A1ZF
G_001465,24985.00,2025-07-18,INV/2025/56535,Vendor 1465 Pvt Ltd,27AAAAA9775A1ZU
G_001466,68224.00,2025-12-06,INV/2025/79855,Vendor 1466 Private Limited,27AAAAA3069A1ZB
G_001467,60472.00,2025-06-11,INV/2025/19966,Vendor 1467 Pvt Ltd,27AAAAA4586A1Z3
G_001468,19423.00,2025-11-04,INV/2025/38144,Vendor 1468 Pvt Ltd,27AAAAA8467A1ZZ
G_001469,78596.00,2025-06-13,INV/2025/41487,vendor 1469 pvt ltd,27AAAAA1562A1ZH
G_001470,82816.00,2025-04-21,INV/2025/65883,Vendor 1470 Pvt Ltd,27AAAAA8836A1Z2
G_001471,43765.00,2025-03-20,INV/2025/94947,Vendor 1471 Pvt Ltd,27AAAAA1963A1ZC
G_001472,91903.00,2025-01-27,,Vendor 1472 Pvt Ltd,27AAAAA4687A1Z1
G_001473,86509.00,2025-03-23,INV/2025/3826,Vendor 1473 Pvt Ltd Inc,27AAAAA5900A1ZJ
G_001474,45753.00,2025-07-20,INV/2025/52257,Vendor 1474 Pvt Ltd,27AAAAA8756A1ZZ
G_001475,91375.00,2025-04-10,,Vendor 1475 Pvt Ltd,27AAAAA5626A1ZC
G_001476,42491.00,2025-10-25,INV/2025/8094,Vendor 1476 Pvt Ltd,
G_001477,75749.00,2025-03-12,INV/2025/58918,Vendor 1477 Pvt Ltd Inc,27AAAAA3681A1Z9
G_001478,28691.00,2025-04-11,INV/2025/97379,Vendor 1478 Pvt Ltd Inc,27AAAAA4436A1ZE
G_001479,89008.00,2025-03-17,,Vendor 1479 Pvt Ltd,27AAAAA2670A1ZE
G_001480,7483.00,2025-02-19,,Vendor 1480 Pvt Ltd,27AAAAA3756A1Z9
G_001481,15480.00,2025-09-21,INV/2025/86209,Vendor 1481 Pvt Ltd,27AAAAA1859A1Z9
G_001482,82278.00,2025-07-26,INV/2025/33112,Vendor 1482 Pvt Ltd,27AAAAA3434A1ZI
G_001483,39774.00,2025-12-19,,Vendor 1483 Pvt Ltd,27AAAAA9005A1ZF
G_001484,90774.00,2025-12-10,INV/2025/87313,Vendor 1484 Pvt Ltd,27AAAAA7150A1ZD
G_001485,36173.00,2025-11-20,INV/2025/86615,Vendor 1485 Pvt Ltd,27AAAAA7260A1ZA
G_001486,10931.00,2025-03-04,INV/2025/65122,VENDOR 1486 PVT LTD,27AAAAA2910A1ZN
G_001487,35977.00,2025-12-22,INV/2025/98695,Vendor 1487 Pvt Ltd,27AAAAA8856A1ZY
G_001488,63563.00,2025-11-27,INV/2025/93109,Vendor 1488 Pvt Ltd,27AAAAA7290A1Z4
G_001489,42728.00,2025-02-02,,Vendor 1489 Pvt Ltd,27AAAAA2629A1ZF
G_001490,53227.00,2025-12-25,INV/2025/3588,Vendor 1490 Pvt Ltd,27AAAAA4029A1ZH
G_001491,64136.00,2025-02-02,INV/2025/69013,Vendor 1491 Pvt Ltd,
G_001492,98863.00,2025-04-17,,Vendor 1492 Pvt Ltd,27AAAAA3033A1ZN
G_001493,797.00,2025-10-12,INV/2025/59619,Vendor 1493 Pvt Ltd,27AAAAA3110A1ZT
G_001494,11610.00,2025-10-15,,Vendor 1494 Pvt Ltd,27AAAAA3641A1ZH
G_001495,66441.00,2025-06-02,,Vendor 1495 Pvt Ltd,27AAAAA3043A1ZL
G_001496,32650.00,2025-06-03,,Vendor 1496 Pvt Ltd,27AAAAA1001A1ZZ
G_001497,86497.00,2025-10-01,INV/2025/59316,Vendor 1497 Pvt Ltd,27AAAAA5807A1ZD
G_001498,68606.00,2025-06-30,INV/2025/80452,Vendor 1498 PVT LTD,27AAAAA6127A1ZE
G_001499,31177.00,2025-01-19,INV/2025/25651,Vendor 1499 Pvt Ltd,27AAAAA1732A1ZL
G_001500,17690.00,2025-11-05,INV/2025/73361,Vendor 1500 Pvt Ltd,27AAAAA4526A1ZF
G_001501,95665.00,2025-11-15,INV/2025/56314,Vendor 1501 Pvt Ltd,27AAAAA3105A1ZQ
G_001502,85266.00,2025-03-25,INV/2025/53436,Vendor 1502 Pvt Ltd,27AAAAA7255A1Z7
G_001503,91131.00,2025-03-15,INV/2025/71242,Vendor 1503 Pvt Ltd,27AAAAA7968A1ZV
G_001504,83084.00,2025-12-23,INV/2025/85616,Vendor 1504 Pvt Ltd,27AAAAA5413A1ZJ
G_001505,79391.00,2025-03-25,INV/2025/56009,Vendor 1505 Pvt Ltd,27AAAAA8104A1ZH
G_001506,10261.00,2025-05-19,INV/2025/17334,vendor 1506 pvt ltd,27AAAAA5055A1ZD
G_001507,43269.00,2025-11-24,INV/2025/12662,Vendor 1507 Pvt Ltd,27AAAAA2080A1ZI
G_001508,19279.00,2025-04-26,INV/2025/36867,Vendor 1508 Pvt Ltd,27AAAAA5476A1Z4
G_001509,49728.00,2025-02-23,INV/2025/17187,Vendor 1509 Pvt Ltd,27AAAAA4640A1ZG
G_001510,77278.00,2025-09-08,INV/2025/13522,vendor 1510 pvt ltd,27AAAAA6022A1ZK
G_001511,72391.00,2025-05-19,INV/2025/80621,Vendor 1511 Pvt Ltd,27AAAAA5620A1ZI
G_001512,98649.00,2025-07-19,INV/2025/24681,Vendor 1512 Pvt Ltd,27AAAAA6210A1ZM
G_001513,72408.00,2025-11-01,INV/2025/53776,Vendor 1513 Pvt Ltd,27AAAAA9711A1ZA
G_001514,90101.00,2025-09-20,INV/2025/94483,Vendor 1514 Pvt Ltd,27AAAAA1155A1ZK
