purchase_id,gst_id,label,mutation_type
P_001670,G_001670,POSITIVE,EXACT
P_001671,G_001671,NEGATIVE,TAX_MISMATCH
P_001672,G_001672,POSITIVE,REF_MISSING
P_001673,G_001673,POSITIVE,VENDOR_ALIAS
P_001674,G_001674,POSITIVE,VENDOR_ALIAS
P_001675,G_001675,NEGATIVE,AMOUNT_MISMATCH
P_001676,G_001676,POSITIVE,EXACT
P_001677,G_001677,POSITIVE,VENDOR_ALIAS
P_001678,G_001678,POSITIVE,EXACT
P_001679,G_001679,POSITIVE,EXACT
P_001680,G_001680,POSITIVE,EXACT
P_001681,G_001681,POSITIVE,EXACT
P_001682,G_001682,POSITIVE,REF_MISSING
P_001683,G_001683,POSITIVE,EXACT
P_001684,G_001684,POSITIVE,VENDOR_ALIAS
P_001685,G_001685,POSITIVE,EXACT
P_001686,G_001686,POSITIVE,EXACT
P_001687,G_001687,POSITIVE,EXACT
P_001688,G_001688,POSITIVE,EXACT
P_001689,G_001689,NEGATIVE,TAX_MISMATCH
P_001690,G_001690,POSITIVE,EXACT
P_001691,G_001691,POSITIVE,EXACT
P_001692,G_001692,POSITIVE,EXACT
P_001693,G_001693,POSITIVE,EXACT
P_001694,G_001694,POSITIVE,REF_MISSING
P_001695,G_001695,POSITIVE,REF_MISSING
P_001696,G_001696,POSITIVE,VENDOR_ALIAS
P_001697,G_001697,POSITIVE,EXACT
P_001698,G_001698,NEGATIVE,AMOUNT_MISMATCH
P_001699,G_001699,POSITIVE,VENDOR_ALIAS
P_001700,G_001700,POSITIVE,EXACT
P_001701,G_001701,POSITIVE,EXACT
P_001702,G_001702,POSITIVE,VENDOR_ALIAS
P_001703,G_001703,NEGATIVE,TAX_MISMATCH
P_001704,G_001704,POSITIVE,EXACT
P_001705,G_001705,POSITIVE,VENDOR_ALIAS
P_001706,G_001706,POSITIVE,EXACT
P_001707,G_001707,POSITIVE,REF_MISSING
P_001708,G_001708,POSITIVE,REF_MISSING
P_001709,G_001709,NEGATIVE,TAX_MISMATCH
P_001710,G_001710,POSITIVE,EXACT
P_001711,G_001711,POSITIVE,EXACT
P_001712,G_001712,POSITIVE,VENDOR_ALIAS
P_001713,G_001713,POSITIVE,VENDOR_ALIAS
P_001714,G_001714,POSITIVE,VENDOR_ALIAS
P_001715,G_001715,NEGATIVE,TAX_MISMATCH
P_001716,G_001716,POSITIVE,EXACT
P_001717,G_001717,NEGATIVE,AMOUNT_MISMATCH
P_001718,G_001718,POSITIVE,REF_MISSING
P_001719,G_001719,POSITIVE,EXACT
P_001720,G_001720,POSITIVE,EXACT
P_001721,G_001721,POSITIVE,VENDOR_ALIAS
P_001722,G_001722,NEGATIVE,TAX_MISMATCH
P_001723,G_001723,POSITIVE,EXACT
P_001724,G_001724,POSITIVE,EXACT
P_001725,G_001725,POSITIVE,REF_MISSING
P_001726,G_001726,POSITIVE,EXACT
P_001727,G_001727,POSITIVE,REF_MISSING
P_001728,G_001728,NEGATIVE,AMOUNT_MISMATCH
P_001729,G_001729,POSITIVE,EXACT
P_001730,G_001730,POSITIVE,EXACT
P_001731,G_001731,NEGATIVE,AMOUNT_MISMATCH
P_001732,G_001732,POSITIVE,REF_MISSING
P_001733,G_001733,POSITIVE,EXACT
P_001734,G_001734,POSITIVE,EXACT
P_001735,G_001735,NEGATIVE,AMOUNT_MISMATCH
P_001736,G_001736,POSITIVE,EXACT
P_001737,G_001737,POSITIVE,EXACT
P_001738,G_001738,POSITIVE,EXACT
P_001739,G_001739,POSITIVE,EXACT
P_001740,G_001740,POSITIVE,EXACT
P_001741,G_001741,POSITIVE,EXACT
P_001742,G_001742,POSITIVE,EXACT
P_001743,G_001743,POSITIVE,EXACT
P_001744,G_001744,POSITIVE,VENDOR_ALIAS
P_001745,G_001745,POSITIVE,EXACT
P_001746,G_001746,POSITIVE,EXACT
P_001747,G_001747,POSITIVE,EXACT
P_001748,G_001748,NEGATIVE,AMOUNT_MISMATCH
P_001749,G_001749,POSITIVE,EXACT
P_001750,G_001750,POSITIVE,EXACT
P_001751,G_001751,POSITIVE,REF_MISSING
P_001752,G_001752,POSITIVE,EXACT
P_001753,G_001753,NEGATIVE,AMOUNT_MISMATCH
P_001754,G_001754,POSITIVE,REF_MISSING
P_001755,G_001755,POSITIVE,REF_MISSING
P_001756,G_001756,POSITIVE,EXACT
P_001757,G_001757,POSITIVE,EXACT
P_001758,G_001758,POSITIVE,EXACT
P_001759,G_001759,POSITIVE,REF_MISSING
P_001760,G_001760,POSITIVE,VENDOR_ALIAS
P_001761,G_001761,POSITIVE,EXACT
P_001762,G_001762,POSITIVE,EXACT
P_001763,G_001763,POSITIVE,REF_MISSING
P_001764,G_001764,POSITIVE,REF_MISSING
P_001765,G_001765,POSITIVE,REF_MISSING
P_001766,G_001766,NEGATIVE,AMOUNT_MISMATCH
P_001767,G_001767,POSITIVE,EXACT
P_001768,G_001768,POSITIVE,VENDOR_ALIAS
P_001769,G_001769,POSITIVE,EXACT
P_001770,G_001770,NEGATIVE,TAX_MISMATCH
P_001771,G_001771,POSITIVE,EXACT
P_001772,G_001772,POSITIVE,EXACT
P_001773,G_001773,POSITIVE,VENDOR_ALIAS
P_001774,G_001774,NEGATIVE,TAX_MISMATCH
P_001775,G_001775,POSITIVE,EXACT
P_001776,G_001776,NEGATIVE,AMOUNT_MISMATCH
P_001777,G_001777,POSITIVE,EXACT
P_001778,G_001778,NEGATIVE,AMOUNT_MISMATCH
P_001779,G_001779,POSITIVE,VENDOR_ALIAS
P_001780,G_001780,POSITIVE,EXACT
P_001781,G_001781,POSITIVE,EXACT
P_001782,G_001782,POSITIVE,EXACT
P_001783,G_001783,POSITIVE,EXACT
P_001784,G_001784,POSITIVE,EXACT
P_001785,G_001785,NEGATIVE,TAX_MISMATCH
P_001786,G_001786,POSITIVE,VENDOR_ALIAS
P_001787,G_001787,NEGATIVE,AMOUNT_MISMATCH
P_001788,G_001788,NEGATIVE,AMOUNT_MISMATCH
P_001789,G_001789,POSITIVE,EXACT
P_001790,G_001790,POSITIVE,EXACT
P_001791,G_001791,POSITIVE,REF_MISSING
P_001792,G_001792,POSITIVE,EXACT
P_001793,G_001793,POSITIVE,EXACT
P_001794,G_001794,POSITIVE,EXACT
P_001795,G_001795,POSITIVE,EXACT
P_001796,G_001796,POSITIVE,EXACT
P_001797,G_001797,POSITIVE,EXACT
P_001798,G_001798,POSITIVE,VENDOR_ALIAS
P_001799,G_001799,POSITIVE,EXACT
P_001800,G_001800,POSITIVE,VENDOR_ALIAS
P_001801,G_001801,POSITIVE,VENDOR_ALIAS
P_001802,G_001802,POSITIVE,EXACT
P_001803,G_001803,POSITIVE,REF_MISSING
P_001804,G_001804,POSITIVE,VENDOR_ALIAS
P_001805,G_001805,POSITIVE,EXACT
P_001806,G_001806,POSITIVE,EXACT
P_001807,G_001807,POSITIVE,EXACT
P_001808,G_001808,NEGATIVE,AMOUNT_MISMATCH
P_001809,G_001809,POSITIVE,EXACT
P_001810,G_001810,NEGATIVE,AMOUNT_MISMATCH
P_001811,G_001811,POSITIVE,EXACT
P_001812,G_001812,POSITIVE,EXACT
P_001813,G_001813,NEGATIVE,TAX_MISMATCH
P_001814,G_001814,POSITIVE,EXACT
P_001815,G_001815,POSITIVE,VENDOR_ALIAS
P_001816,G_001816,POSITIVE,VENDOR_ALIAS
P_001817,G_001817,NEGATIVE,TAX_MISMATCH
P_001818,G_001818,POSITIVE,EXACT
P_001819,G_001819,POSITIVE,EXACT
P_001820,G_001820,POSITIVE,EXACT
P_001821,G_001821,POSITIVE,VENDOR_ALIAS
P_001822,G_001822,POSITIVE,EXACT
P_001823,G_001823,POSITIVE,VENDOR_ALIAS
P_001824,G_001824,POSITIVE,EXACT
P_001825,G_001825,POSITIVE,EXACT
P_001826,G_001826,POSITIVE,VENDOR_ALIAS
P_001827,G_001827,POSITIVE,EXACT
P_001828,G_001828,POSITIVE,EXACT
P_001829,G_001829,NEGATIVE,AMOUNT_MISMATCH
P_001830,G_001830,POSITIVE,EXACT
P_001831,G_001831,POSITIVE,EXACT
P_001832,G_001832,POSITIVE,REF_MISSING
P_001833,G_001833,POSITIVE,EXACT
P_001834,G_001834,POSITIVE,EXACT
P_001835,G_001835,POSITIVE,REF_MISSING
P_001836,G_001836,POSITIVE,EXACT
P_001837,G_001837,POSITIVE,REF_MISSING
P_001838,G_001838,POSITIVE,VENDOR_ALIAS
P_001839,G_001839,NEGATIVE,AMOUNT_MISMATCH
P_001840,G_001840,POSITIVE,REF_MISSING
P_001841,G_001841,POSITIVE,REF_MISSING
P_001842,G_001842,POSITIVE,EXACT
P_001843,G_001843,POSITIVE,REF_MISSING
P_001844,G_001844,POSITIVE,VENDOR_ALIAS
P_001845,G_001845,POSITIVE,EXACT
P_001846,G_001846,POSITIVE,EXACT
P_001847,G_001847,POSITIVE,REF_MISSING
P_001848,G_001848,POSITIVE,EXACT
P_001849,G_001849,POSITIVE,EXACT
P_001850,G_001850,NEGATIVE,AMOUNT_MISMATCH
P_001851,G_001851,NEGATIVE,AMOUNT_MISMATCH
P_001852,G_001852,POSITIVE,VENDOR_ALIAS
P_001853,G_001853,POSITIVE,VENDOR_ALIAS
P_001854,G_001854,NEGATIVE,AMOUNT_MISMATCH
P_001855,G_001855,POSITIVE,EXACT
P_001856,G_001856,POSITIVE,EXACT
P_001857,G_001857,NEGATIVE,AMOUNT_MISMATCH
P_001858,G_001858,POSITIVE,EXACT
P_001859,G_001859,POSITIVE,EXACT
P_001860,G_001860,POSITIVE,EXACT
P_001861,G_001861,POSITIVE,EXACT
P_001862,G_001862,POSITIVE,REF_MISSING
P_001863,G_001863,POSITIVE,EXACT
P_001864,G_001864,POSITIVE,REF_MISSING
P_001865,G_001865,POSITIVE,REF_MISSING
P_001866,G_001866,POSITIVE,VENDOR_ALIAS
P_001867,G_001867,POSITIVE,EXACT
P_001868,G_001868,POSITIVE,EXACT
P_001869,G_001869,POSITIVE,REF_MISSING
P_001870,G_001870,POSITIVE,REF_MISSING
P_001871,G_001871,POSITIVE,EXACT
P_001872,G_001872,POSITIVE,EXACT
P_001873,G_001873,NEGATIVE,AMOUNT_MISMATCH
P_001874,G_001874,NEGATIVE,AMOUNT_MISMATCH
P_001875,G_001875,POSITIVE,VENDOR_ALIAS
P_001876,G_001876,POSITIVE,EXACT
P_001877,G_001877,NEGATIVE,TAX_MISMATCH
P_001878,G_001878,NEGATIVE,AMOUNT_MISMATCH
P_001879,G_001879,POSITIVE,VENDOR_ALIAS
P_001880,G_001880,NEGATIVE,AMOUNT_MISMATCH
P_001881,G_001881,POSITIVE,VENDOR_ALIAS
P_001882,G_001882,POSITIVE,EXACT
P_001883,G_001883,POSITIVE,VENDOR_ALIAS
P_001884,G_001884,POSITIVE,EXACT
P_001885,G_001885,POSITIVE,REF_MISSING
P_001886,G_001886,POSITIVE,EXACT
P_001887,G_001887,POSITIVE,EXACT
P_001888,G_001888,POSITIVE,VENDOR_ALIAS
P_001889,G_001889,POSITIVE,REF_MISSING
P_001890,G_001890,POSITIVE,EXACT
P_001891,G_001891,POSITIVE,VENDOR_ALIAS
P_001892,G_001892,POSITIVE,EXACT
P_001893,G_001893,POSITIVE,EXACT
P_001894,G_001894,NEGATIVE,TAX_MISMATCH
P_001895,G_001895,POSITIVE,REF_MISSING
P_001896,G_001896,POSITIVE,REF_MISSING
P_001897,G_001897,POSITIVE,EXACT
P_001898,G_001898,POSITIVE,REF_MISSING
P_001899,G_001899,POSITIVE,EXACT
P_001900,G_001900,POSITIVE,VENDOR_ALIAS
P_001901,G_001901,POSITIVE,EXACT
P_001902,G_001902,POSITIVE,EXACT
P_001903,G_001903,NEGATIVE,AMOUNT_MISMATCH
P_001904,G_001904,POSITIVE,REF_MISSING
P_001905,G_001905,NEGATIVE,AMOUNT_MISMATCH
P_001906,G_001906,POSITIVE,VENDOR_ALIAS
P_001907,G_001907,POSITIVE,REF_MISSING
P_001908,G_001908,POSITIVE,EXACT
P_001909,G_001909,POSITIVE,EXACT
P_001910,G_001910,POSITIVE,EXACT
P_001911,G_001911,POSITIVE,EXACT
P_001912,G_001912,POSITIVE,EXACT
P_001913,G_001913,POSITIVE,EXACT
P_001914,G_001914,POSITIVE,VENDOR_ALIAS
P_001915,G_001915,POSITIVE,VENDOR_ALIAS
P_001916,G_001916,POSITIVE,EXACT
P_001917,G_001917,POSITIVE,REF_MISSING
P_001918,G_001918,POSITIVE,REF_MISSING
P_001919,G_001919,POSITIVE,EXACT
P_001920,G_001920,POSITIVE,EXACT
P_001921,G_001921,POSITIVE,VENDOR_ALIAS
P_001922,G_001922,POSITIVE,EXACT
P_001923,G_001923,POSITIVE,EXACT
P_001924,G_001924,POSITIVE,EXACT
P_001925,G_001925,POSITIVE,REF_MISSING
P_001926,G_001926,POSITIVE,EXACT
P_001927,G_001927,POSITIVE,REF_MISSING
P_001928,G_001928,POSITIVE,EXACT
P_001929,G_001929,POSITIVE,EXACT
P_001930,G_001930,POSITIVE,VENDOR_ALIAS
P_001931,G_001931,POSITIVE,VENDOR_ALIAS
P_001932,G_001932,POSITIVE,EXACT
P_001933,G_001933,POSITIVE,EXACT
P_001934,G_001934,POSITIVE,EXACT
P_001935,G_001935,NEGATIVE,TAX_MISMATCH
P_001936,G_001936,NEGATIVE,AMOUNT_MISMATCH
P_001937,G_001937,POSITIVE,EXACT
P_001938,G_001938,POSITIVE,EXACT
P_001939,G_001939,POSITIVE,VENDOR_ALIAS
P_001940,G_001940,NEGATIVE,AMOUNT_MISMATCH
P_001941,G_001941,POSITIVE,EXACT
P_001942,G_001942,POSITIVE,REF_MISSING
P_001943,G_001943,POSITIVE,EXACT
P_001944,G_001944,POSITIVE,EXACT
P_001945,G_001945,POSITIVE,EXACT
P_001946,G_001946,POSITIVE,EXACT
P_001947,G_001947,POSITIVE,REF_MISSING
P_001948,G_001948,POSITIVE,VENDOR_ALIAS
P_001949,G_001949,POSITIVE,EXACT
P_001950,G_001950,POSITIVE,EXACT
P_001951,G_001951,POSITIVE,EXACT
P_001952,G_001952,POSITIVE,EXACT
P_001953,G_001953,POSITIVE,VENDOR_ALIAS
P_001954,G_001954,POSITIVE,VENDOR_ALIAS
P_001955,G_001955,POSITIVE,EXACT
P_001956,G_001956,POSITIVE,VENDOR_ALIAS
P_001957,G_001957,POSITIVE,EXACT
P_001958,G_001958,POSITIVE,EXACT
P_001959,G_001959,POSITIVE,VENDOR_ALIAS
P_001960,G_001960,POSITIVE,EXACT
P_001961,G_001961,POSITIVE,VENDOR_ALIAS
P_001962,G_001962,POSITIVE,VENDOR_ALIAS
P_001963,G_001963,POSITIVE,EXACT
P_001964,G_001964,NEGATIVE,AMOUNT_MISMATCH
P_001965,G_001965,POSITIVE,REF_MISSING
P_001966,G_001966,POSITIVE,REF_MISSING
P_001967,G_001967,POSITIVE,EXACT
P_001968,G_001968,POSITIVE,EXACT
P_001969,G_001969,POSITIVE,VENDOR_ALIAS
P_001970,G_001970,POSITIVE,EXACT
P_001971,G_001971,NEGATIVE,AMOUNT_MISMATCH
P_001972,G_001972,POSITIVE,EXACT
P_001973,G_001973,POSITIVE,REF_MISSING
P_001974,G_001974,POSITIVE,VENDOR_ALIAS
P_001975,G_001975,POSITIVE,EXACT
P_001976,G_001976,POSITIVE,EXACT
P_001977,G_001977,POSITIVE,EXACT
P_001978,G_001978,NEGATIVE,AMOUNT_MISMATCH
P_001979,G_001979,POSITIVE,VENDOR_ALIAS
P_001980,G_001980,POSITIVE,EXACT
P_001981,G_001981,POSITIVE,EXACT
P_001982,G_001982,NEGATIVE,AMOUNT_MISMATCH
P_001983,G_001983,NEGATIVE,AMOUNT_MISMATCH
P_001984,G_001984,NEGATIVE,AMOUNT_MISMATCH
P_001985,G_001985,POSITIVE,EXACT
P_001986,G_001986,POSITIVE,EXACT
P_001987,G_001987,POSITIVE,EXACT
P_001988,G_001988,POSITIVE,EXACT
P_001989,G_001989,POSITIVE,EXACT
P_001990,G_001990,POSITIVE,VENDOR_ALIAS
P_001991,G_001991,POSITIVE,EXACT
P_001992,G_001992,POSITIVE,REF_MISSING
P_001993,G_001993,NEGATIVE,AMOUNT_MISMATCH
P_001994,G_001994,POSITIVE,EXACT
P_001995,G_001995,POSITIVE,EXACT
P_001996,G_001996,POSITIVE,EXACT
P_001997,G_001997,POSITIVE,EXACT
P_001998,G_001998,NEGATIVE,AMOUNT_MISMATCH
P_001999,G_001999,POSITIVE,VENDOR_ALIAS
P_002000,G_002000,POSITIVE,VENDOR_ALIAS
P_002001,G_002001,POSITIVE,EXACT
P_002002,G_002002,POSITIVE,VENDOR_ALIAS
P_002003,G_002003,POSITIVE,EXACT
P_002004,G_002004,POSITIVE,EXACT
P_002005,G_002005,POSITIVE,VENDOR_ALIAS
P_002006,G_002006,NEGATIVE,AMOUNT_MISMATCH
P_002007,G_002007,NEGATIVE,AMOUNT_MISMATCH
P_002008,G_002008,POSITIVE,EXACT
P_002009,G_002009,POSITIVE,REF_MISSING
P_002010,G_002010,POSITIVE,VENDOR_ALIAS
P_002011,G_002011,POSITIVE,EXACT
P_002012,G_002012,POSITIVE,REF_MISSING
P_002013,G_002013,POSITIVE,EXACT
P_002014,G_002014,POSITIVE,EXACT
P_002015,G_002015,POSITIVE,EXACT
P_002016,G_002016,NEGATIVE,AMOUNT_MISMATCH
P_002017,G_002017,NEGATIVE,AMOUNT_MISMATCH
P_002018,G_002018,POSITIVE,EXACT
P_002019,G_002019,NEGATIVE,AMOUNT_MISMATCH
P_002020,G_002020,POSITIVE,EXACT
P_002021,G_002021,POSITIVE,EXACT
P_002022,G_002022,POSITIVE,EXACT
P_002023,G_002023,POSITIVE,EXACT
P_002024,G_002024,POSITIVE,VENDOR_ALIAS
P_002025,G_002025,POSITIVE,EXACT
P_002026,G_002026,POSITIVE,VENDOR_ALIAS
P_002027,G_002027,POSITIVE,EXACT
P_002028,G_002028,POSITIVE,VENDOR_ALIAS
P_002029,G_002029,NEGATIVE,AMOUNT_MISMATCH
P_002030,G_002030,NEGATIVE,AMOUNT_MISMATCH
P_002031,G_002031,POSITIVE,EXACT
P_002032,G_002032,POSITIVE,EXACT
P_002033,G_002033,POSITIVE,REF_MISSING
P_002034,G_002034,POSITIVE,EXACT
P_002035,G_002035,POSITIVE,EXACT
P_002036,G_002036,POSITIVE,VENDOR_ALIAS
P_002037,G_002037,POSITIVE,EXACT
P_002038,G_002038,POSITIVE,EXACT
P_002039,G_002039,POSITIVE,EXACT
P_002040,G_002040,POSITIVE,EXACT
P_002041,G_002041,POSITIVE,EXACT
P_002042,G_002042,POSITIVE,EXACT
P_002043,G_002043,POSITIVE,VENDOR_ALIAS
P_002044,G_002044,POSITIVE,EXACT
P_002045,G_002045,NEGATIVE,AMOUNT_MISMATCH
P_002046,G_002046,POSITIVE,EXACT
P_002047,G_002047,POSITIVE,EXACT
P_002048,G_002048,POSITIVE,EXACT
P_002049,G_002049,POSITIVE,EXACT
P_002050,G_002050,NEGATIVE,AMOUNT_MISMATCH
P_002051,G_002051,POSITIVE,REF_MISSING
P_002052,G_002052,POSITIVE,EXACT
P_002053,G_002053,POSITIVE,EXACT
P_002054,G_002054,POSITIVE,REF_MISSING
P_002055,G_002055,POSITIVE,REF_MISSING
P_002056,G_002056,POSITIVE,VENDOR_ALIAS
P_002057,G_002057,POSITIVE,EXACT
P_002058,G_002058,NEGATIVE,AMOUNT_MISMATCH
P_002059,G_002059,POSITIVE,REF_MISSING
P_002060,G_002060,POSITIVE,VENDOR_ALIAS
P_002061,G_002061,NEGATIVE,AMOUNT_MISMATCH
P_002062,G_002062,POSITIVE,VENDOR_ALIAS
P_002063,G_002063,POSITIVE,EXACT
P_002064,G_002064,NEGATIVE,TAX_MISMATCH
P_002065,G_002065,POSITIVE,VENDOR_ALIAS
P_002066,G_002066,POSITIVE,REF_MISSING
P_002067,G_002067,POSITIVE,VENDOR_ALIAS
P_002068,G_002068,POSITIVE,EXACT
P_002069,G_002069,POSITIVE,EXACT
P_002070,G_002070,POSITIVE,REF_MISSING
P_002071,G_002071,POSITIVE,EXACT
P_002072,G_002072,POSITIVE,EXACT
P_002073,G_002073,POSITIVE,VENDOR_ALIAS
P_002074,G_002074,NEGATIVE,TAX_MISMATCH
P_002075,G_002075,POSITIVE,REF_MISSING
P_002076,G_002076,POSITIVE,REF_MISSING
P_002077,G_002077,POSITIVE,REF_MISSING
P_002078,G_002078,POSITIVE,EXACT
P_002079,G_002079,POSITIVE,EXACT
P_002080,G_002080,POSITIVE,EXACT
P_002081,G_002081,POSITIVE,EXACT
P_002082,G_002082,POSITIVE,EXACT
P_002083,G_002083,NEGATIVE,AMOUNT_MISMATCH
P_002084,G_002084,POSITIVE,EXACT
P_002085,G_002085,POSITIVE,VENDOR_ALIAS
P_002086,G_002086,POSITIVE,EXACT
P_002087,G_002087,POSITIVE,EXACT
P_002088,G_002088,POSITIVE,EXACT
P_002089,G_002089,POSITIVE,EXACT
P_002090,G_002090,POSITIVE,EXACT
P_002091,G_002091,POSITIVE,REF_MISSING
P_002092,G_002092,POSITIVE,VENDOR_ALIAS
P_002093,G_002093,POSITIVE,EXACT
P_002094,G_002094,POSITIVE,EXACT
P_002095,G_002095,NEGATIVE,AMOUNT_MISMATCH
P_002096,G_002096,POSITIVE,REF_MISSING
P_002097,G_002097,POSITIVE,VENDOR_ALIAS
P_002098,G_002098,POSITIVE,VENDOR_ALIAS
P_002099,G_002099,POSITIVE,VENDOR_ALIAS
P_002100,G_002100,POSITIVE,EXACT
P_002101,G_002101,POSITIVE,VENDOR_ALIAS
P_002102,G_002102,POSITIVE,EXACT
P_002103,G_002103,POSITIVE,REF_MISSING
P_002104,G_002104,POSITIVE,EXACT
P_002105,G_002105,POSITIVE,VENDOR_ALIAS
P_002106,G_002106,POSITIVE,EXACT
P_002107,G_002107,POSITIVE,EXACT
P_002108,G_002108,POSITIVE,VENDOR_ALIAS
P_002109,G_002109,POSITIVE,VENDOR_ALIAS
P_002110,G_002110,POSITIVE,EXACT
P_002111,G_002111,POSITIVE,EXACT
P_002112,G_002112,POSITIVE,VENDOR_ALIAS
P_002113,G_002113,POSITIVE,EXACT
P_002114,G_002114,POSITIVE,EXACT
P_002115,G_002115,NEGATIVE,AMOUNT_MISMATCH
P_002116,G_002116,POSITIVE,VENDOR_ALIAS
P_002117,G_002117,POSITIVE,REF_MISSING
P_002118,G_002118,NEGATIVE,AMOUNT_MISMATCH
P_002119,G_002119,NEGATIVE,AMOUNT_MISMATCH
P_002120,G_002120,NEGATIVE,TAX_MISMATCH
P_002121,G_002121,POSITIVE,VENDOR_ALIAS
P_002122,G_002122,NEGATIVE,AMOUNT_MISMATCH
P_002123,G_002123,POSITIVE,EXACT
P_002124,G_002124,NEGATIVE,AMOUNT_MISMATCH
P_002125,G_002125,POSITIVE,REF_MISSING
P_002126,G_002126,POSITIVE,EXACT
P_002127,G_002127,POSITIVE,EXACT
P_002128,G_002128,POSITIVE,REF_MISSING
P_002129,G_002129,POSITIVE,VENDOR_ALIAS
P_002130,G_002130,NEGATIVE,AMOUNT_MISMATCH
P_002131,G_002131,NEGATIVE,AMOUNT_MISMATCH
P_002132,G_002132,POSITIVE,REF_MISSING
P_002133,G_002133,POSITIVE,EXACT
P_002134,G_002134,POSITIVE,REF_MISSING
P_002135,G_002135,NEGATIVE,AMOUNT_MISMATCH
P_002136,G_002136,POSITIVE,EXACT
P_002137,G_002137,POSITIVE,EXACT
P_002138,G_002138,POSITIVE,EXACT
P_002139,G_002139,NEGATIVE,TAX_MISMATCH
P_002140,G_002140,POSITIVE,EXACT
P_002141,G_002141,POSITIVE,EXACT
P_002142,G_002142,NEGATIVE,AMOUNT_MISMATCH
P_002143,G_002143,POSITIVE,VENDOR_ALIAS
P_002144,G_002144,POSITIVE,EXACT
P_002145,G_002145,POSITIVE,VENDOR_ALIAS
P_002146,G_002146,POSITIVE,EXACT
P_002147,G_002147,POSITIVE,VENDOR_ALIAS
P_002148,G_002148,POSITIVE,EXACT
P_002149,G_002149,POSITIVE,EXACT
P_002150,G_002150,POSITIVE,EXACT
P_002151,G_002151,POSITIVE,EXACT
P_002152,G_002152,POSITIVE,EXACT
P_002153,G_002153,POSITIVE,REF_MISSING
P_002154,G_002154,POSITIVE,EXACT
P_002155,G_002155,POSITIVE,EXACT
P_002156,G_002156,POSITIVE,VENDOR_ALIAS
P_002157,G_002157,POSITIVE,EXACT
P_002158,G_002158,POSITIVE,EXACT
P_002159,G_002159,NEGATIVE,AMOUNT_MISMATCH
P_002160,G_002160,POSITIVE,EXACT
P_002161,G_002161,NEGATIVE,TAX_MISMATCH
P_002162,G_002162,POSITIVE,EXACT
P_002163,G_002163,POSITIVE,EXACT
P_002164,G_002164,POSITIVE,EXACT
P_002165,G_002165,NEGATIVE,AMOUNT_MISMATCH
P_002166,G_002166,POSITIVE,EXACT
P_002167,G_002167,POSITIVE,EXACT
P_002168,G_002168,POSITIVE,REF_MISSING
P_002169,G_002169,POSITIVE,REF_MISSING
P_002170,G_002170,POSITIVE,REF_MISSING
P_002171,G_002171,POSITIVE,REF_MISSING
P_002172,G_002172,NEGATIVE,TAX_MISMATCH
P_002173,G_002173,POSITIVE,VENDOR_ALIAS
P_002174,G_002174,POSITIVE,EXACT
P_002175,G_002175,POSITIVE,VENDOR_ALIAS
P_002176,G_002176,POSITIVE,EXACT
P_002177,G_002177,POSITIVE,EXACT
P_002178,G_002178,POSITIVE,EXACT
P_002179,G_002179,POSITIVE,VENDOR_ALIAS
P_002180,G_002180,POSITIVE,EXACT
P_002181,G_002181,NEGATIVE,AMOUNT_MISMATCH
P_002182,G_002182,POSITIVE,EXACT
P_002183,G_002183,POSITIVE,VENDOR_ALIAS
P_002184,G_002184,POSITIVE,VENDOR_ALIAS
P_002185,G_002185,POSITIVE,VENDOR_ALIAS
P_002186,G_002186,POSITIVE,VENDOR_ALIAS
P_002187,G_002187,POSITIVE,EXACT
P_002188,G_002188,NEGATIVE,AMOUNT_MISMATCH
P_002189,G_002189,POSITIVE,EXACT
P_002190,G_002190,POSITIVE,EXACT
P_002191,G_002191,POSITIVE,REF_MISSING
P_002192,G_002192,POSITIVE,EXACT
P_002193,G_002193,POSITIVE,EXACT
P_002194,G_002194,POSITIVE,VENDOR_ALIAS
P_002195,G_002195,POSITIVE,EXACT
P_002196,G_002196,POSITIVE,EXACT
P_002197,G_002197,POSITIVE,REF_MISSING
P_002198,G_002198,POSITIVE,EXACT
P_002199,G_002199,POSITIVE,VENDOR_ALIAS
P_002200,G_002200,POSITIVE,EXACT
P_002201,G_002201,POSITIVE,EXACT
P_002202,G_002202,NEGATIVE,TAX_MISMATCH
P_002203,G_002203,NEGATIVE,AMOUNT_MISMATCH
P_002204,G_002204,NEGATIVE,TAX_MISMATCH
P_002205,G_002205,POSITIVE,VENDOR_ALIAS
P_002206,G_002206,POSITIVE,EXACT
P_002207,G_002207,POSITIVE,VENDOR_ALIAS
P_002208,G_002208,POSITIVE,EXACT
P_002209,G_002209,POSITIVE,VENDOR_ALIAS
P_002210,G_002210,POSITIVE,REF_MISSING
P_002211,G_002211,POSITIVE,VENDOR_ALIAS
P_002212,G_002212,NEGATIVE,AMOUNT_MISMATCH
P_002213,G_002213,POSITIVE,VENDOR_ALIAS
P_002214,G_002214,POSITIVE,EXACT
P_002215,G_002215,NEGATIVE,AMOUNT_MISMATCH
P_002216,G_002216,NEGATIVE,AMOUNT_MISMATCH
P_002217,G_002217,NEGATIVE,TAX_MISMATCH
P_002218,G_002218,NEGATIVE,TAX_MISMATCH
P_002219,G_002219,POSITIVE,EXACT
P_002220,G_002220,POSITIVE,EXACT
P_002221,G_002221,POSITIVE,EXACT
P_002222,G_002222,POSITIVE,VENDOR_ALIAS
